cell,scenario,method,segment,mean,std,count,alpha
R3_many,B,hist,pre,0.0607350742350866,0.004863195902138113,50,0.1
R3_many,B,in,all,0.06255469540596398,0.00228098600786596,50,0.1
R3_many,B,in,post,0.08169362940114908,0.030450721442182548,50,0.1
R3_many,B,in,pre,0.06073437318862915,0.004862410343086202,50,0.1
R3_many,B,legs,all,0.06372204575304193,0.0020779856096949235,50,0.0
R3_many,B,legs,post,0.08545304891489625,0.031873935401824295,50,0.0
R3_many,B,legs,pre,0.06134759622489058,0.005717590566983589,50,0.0
R3_many,B,point,all,0.22213071656383082,0.02316978240335844,50,3.0
R3_many,B,point,post,0.21656640285999523,0.07656227283156852,50,3.0
R3_many,B,point,pre,0.23164670165241094,0.021545292666370126,50,3.0
R3_noisy_maps,A,cur,all,0.085750253598498,0.014987795886387784,50,0.03
R3_noisy_maps,A,cur,post,0.08739897442359391,0.019202396715684807,50,0.03
R3_noisy_maps,A,cur,pre,0.08704903931229216,0.01935608178037249,50,0.03
R3_noisy_maps,A,hist,all,0.08501035738699186,0.015097175224914786,50,0.1
R3_noisy_maps,A,hist,post,0.08750505634098171,0.01955377459989356,50,0.1
R3_noisy_maps,A,hist,pre,0.08548998864111189,0.0193879663276381,50,0.1
R3_noisy_maps,A,in,all,0.08501120212293126,0.015100139826630086,50,0.1
R3_noisy_maps,A,in,post,0.0875040068022032,0.01955505532323842,50,0.1
R3_noisy_maps,A,in,pre,0.08549413032356944,0.01938635839688264,50,0.1
R3_noisy_maps,A,legs,all,0.08620760156258701,0.014890842256682154,50,0.0
R3_noisy_maps,A,legs,post,0.0889181686297587,0.01955585167671998,50,0.0
R3_noisy_maps,A,legs,pre,0.0865408229209748,0.01926671488870673,50,0.0
R3_noisy_maps,A,point,all,0.21107850374478754,0.026286053009242603,50,3.0
R3_noisy_maps,A,point,post,0.21812602336043138,0.031792067996903844,50,3.0
R3_noisy_maps,A,point,pre,0.21186426661593086,0.03946878689714935,50,3.0
R3_noisy_maps,B,cur,all,0.06212725560053052,0.0020183937137913627,50,0.1
R3_noisy_maps,B,cur,post,0.06445587909684396,0.007980365040136845,50,0.1
R3_noisy_maps,B,cur,pre,0.06219517841997584,0.007947745500144949,50,0.1
R3_noisy_maps,B,hist,all,0.0632284527801273,0.0018249928755160515,50,0.03
R3_noisy_maps,B,hist,post,0.06525829636362167,0.008332800278201782,50,0.03
R3_noisy_maps,B,hist,pre,0.06362686743294277,0.007816683911737256,50,0.03
R3_noisy_maps,B,in,all,0.0632277740594927,0.0018249724694890325,50,0.03
